"identifier","date","rights","dc_contributor","dc_coverage","dc_creator","dc_date","dc_description","dc_format","dc_identifier","dc_language","dc_publisher","dc_relation","dc_rights","dc_source","dc_subject","dc_title","dc_type","tub_accessrights","tub_affiliation","doi"
"oai:depositonce.tu-berlin.de:11303/19074","2023-06-06T12:54:52Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17871"
"oai:depositonce.tu-berlin.de:11303/13012.5","2021-04-19T12:44:47Z","http://rightsstatements.org/vocab/InC/1.0/",1,0,0,3,1,0,2,2,0,0,1,0,6,1,1,1,4,"10.14279/depositonce-11807.5"
"oai:depositonce.tu-berlin.de:11303/6153.5","2020-07-07T12:27:47Z","https://creativecommons.org/licenses/by/4.0/",8,0,0,7,2,0,2,1,0,1,1,0,6,1,1,1,4,"10.14279/depositonce-5718.5"
"oai:depositonce.tu-berlin.de:11303/23189","2024-11-01T09:14:55Z","https://creativecommons.org/licenses/by/4.0/",3,0,0,3,1,0,2,1,0,0,1,0,8,1,1,1,1,"10.14279/depositonce-22003"
"oai:depositonce.tu-berlin.de:11303/23525","2024-12-13T08:25:15Z","https://creativecommons.org/licenses/by/4.0/",5,0,0,3,1,0,2,1,0,0,1,0,11,1,1,1,1,"10.14279/depositonce-22339"
"oai:depositonce.tu-berlin.de:11303/20076","2023-09-27T08:28:32Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,1,0,0,1,0,9,1,1,1,1,"10.14279/depositonce-18874"
"oai:depositonce.tu-berlin.de:11303/19128","2023-06-06T14:13:52Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17925"
"oai:depositonce.tu-berlin.de:11303/22192","2024-07-31T10:15:49Z","https://creativecommons.org/licenses/by/4.0/",8,0,0,3,2,0,2,1,0,0,1,0,6,1,1,1,1,"10.14279/depositonce-20993"
"oai:depositonce.tu-berlin.de:11303/19651","2023-07-26T06:32:09Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-18450"
"oai:depositonce.tu-berlin.de:11303/11607","2021-08-17T12:20:46Z","https://creativecommons.org/licenses/by-nc/4.0/",4,0,0,3,2,0,2,1,0,2,1,0,6,1,1,1,4,"10.14279/depositonce-10493"
"oai:depositonce.tu-berlin.de:11303/21754","2024-08-22T12:01:06Z","https://creativecommons.org/licenses/by/4.0/",11,0,0,3,2,0,2,2,0,0,1,0,14,1,1,1,1,"10.14279/depositonce-20555"
"oai:depositonce.tu-berlin.de:11303/19623","2023-07-20T08:57:59Z","http://rightsstatements.org/vocab/InC/1.0/",1,0,0,3,1,0,2,1,0,1,1,0,5,1,1,1,4,"10.14279/depositonce-18422"
"oai:depositonce.tu-berlin.de:11303/19660","2023-07-31T12:17:58Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,7,1,1,1,1,"10.14279/depositonce-18459"
"oai:depositonce.tu-berlin.de:11303/19138","2023-06-15T06:58:20Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17935"
"oai:depositonce.tu-berlin.de:11303/21168","2024-03-07T09:42:56Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,8,1,1,1,1,"10.14279/depositonce-19968"
"oai:depositonce.tu-berlin.de:11303/6007","2016-11-30T14:07:57Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,2,0,2,1,0,1,1,0,12,1,1,1,4,"10.14279/depositonce-5591"
"oai:depositonce.tu-berlin.de:11303/17250","2022-08-03T09:45:10Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,5,1,1,1,4,"10.14279/depositonce-16029"
"oai:depositonce.tu-berlin.de:11303/14075","2022-01-04T13:01:53Z","https://choosealicense.com/licenses/gpl-3.0/",2,0,0,3,1,0,2,1,0,0,1,0,7,1,1,1,4,"10.14279/depositonce-12848"
"oai:depositonce.tu-berlin.de:11303/16922","2022-05-18T13:36:17Z","https://creativecommons.org/licenses/by-sa/4.0/",2,0,0,3,2,0,2,1,0,1,1,0,6,1,1,1,4,"10.14279/depositonce-15701"
"oai:depositonce.tu-berlin.de:11303/18934","2023-06-16T06:32:30Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,1,0,2,1,0,0,1,0,5,1,1,1,1,"10.14279/depositonce-17735"
"oai:depositonce.tu-berlin.de:11303/22024","2024-06-19T06:59:38Z","https://creativecommons.org/licenses/by/4.0/",7,0,0,3,2,0,2,1,0,0,1,0,12,1,1,1,1,"10.14279/depositonce-20825"
"oai:depositonce.tu-berlin.de:11303/9185","2019-06-13T10:31:00Z","https://creativecommons.org/licenses/by-sa/4.0/",1,0,0,3,2,0,2,1,0,1,1,0,6,1,1,1,4,"10.14279/depositonce-8271"
"oai:depositonce.tu-berlin.de:11303/11519","2020-07-23T07:39:40Z","https://choosealicense.com/licenses/gpl-3.0/",2,0,0,3,1,0,2,1,0,0,1,0,4,1,1,1,4,"10.14279/depositonce-10403"
"oai:depositonce.tu-berlin.de:11303/19121","2023-06-06T13:09:01Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17918"
"oai:depositonce.tu-berlin.de:11303/13421.3","2021-11-10T09:01:40Z","https://creativecommons.org/licenses/by-nc-nd/4.0/",7,0,0,3,1,0,2,1,0,0,1,0,4,1,1,1,4,"10.14279/depositonce-12205.3"
"oai:depositonce.tu-berlin.de:11303/21587","2024-04-25T06:11:22Z","https://choosealicense.com/licenses/lgpl-3.0/",2,0,0,3,2,0,2,1,0,0,1,0,7,1,1,1,1,"10.14279/depositonce-20387"
"oai:depositonce.tu-berlin.de:11303/17664","2022-11-14T14:11:54Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,9,1,1,1,1,"10.14279/depositonce-16449"
"oai:depositonce.tu-berlin.de:11303/6410","2017-06-26T12:37:09Z","http://rightsstatements.org/vocab/InC/1.0/",5,0,0,3,2,0,2,3,0,4,1,0,6,1,1,1,4,"10.14279/depositonce-5957"
"oai:depositonce.tu-berlin.de:11303/12626","2021-02-18T09:18:32Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,5,1,1,1,4,"10.14279/depositonce-11435"
"oai:depositonce.tu-berlin.de:11303/17603.2","2022-11-24T12:48:53Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,2,0,2,1,0,0,1,0,6,1,1,1,1,"10.14279/depositonce-16386.2"
"oai:depositonce.tu-berlin.de:11303/12695.2","2022-02-14T11:02:21Z","http://rightsstatements.org/vocab/InC/1.0/",6,0,0,3,2,0,2,1,0,2,1,0,13,1,1,1,4,"10.14279/depositonce-11495.2"
"oai:depositonce.tu-berlin.de:11303/8824","2019-03-27T11:55:44Z","https://creativecommons.org/licenses/by-nc/4.0/",1,0,0,3,1,0,2,2,0,2,1,0,10,1,1,1,4,"10.14279/depositonce-7953"
"oai:depositonce.tu-berlin.de:11303/9560","2019-07-26T10:10:03Z","https://creativecommons.org/licenses/by-sa/4.0/",7,0,0,3,2,0,2,1,0,1,1,0,5,1,1,1,4,"10.14279/depositonce-8608"
"oai:depositonce.tu-berlin.de:11303/8081","2018-08-07T08:52:28Z","http://rightsstatements.org/vocab/InC/1.0/",2,0,0,3,2,0,2,1,0,1,1,0,4,1,1,1,4,"10.14279/depositonce-7242"
"oai:depositonce.tu-berlin.de:11303/8214","2018-09-28T10:33:27Z","https://creativecommons.org/licenses/by/4.0/",4,0,0,3,2,0,2,1,0,2,1,0,7,1,1,1,4,"10.14279/depositonce-7365"
"oai:depositonce.tu-berlin.de:11303/9664","2019-08-07T06:52:31Z","https://choosealicense.com/licenses/gpl-3.0/",1,0,0,3,1,0,2,1,0,3,1,0,6,1,1,1,4,"10.14279/depositonce-8707"
"oai:depositonce.tu-berlin.de:11303/12891","2021-04-07T10:28:27Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,1,0,2,1,0,0,1,0,5,1,1,1,4,"10.14279/depositonce-11692"
"oai:depositonce.tu-berlin.de:11303/9985","2019-09-13T07:56:43Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,2,0,2,1,0,1,1,0,6,1,1,1,4,"10.14279/depositonce-8976"
"oai:depositonce.tu-berlin.de:11303/10692.3","2021-02-05T07:58:01Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,2,0,2,1,0,1,1,0,14,1,1,1,4,"10.14279/depositonce-9592.3"
"oai:depositonce.tu-berlin.de:11303/20691","2023-11-29T07:58:54Z","https://creativecommons.org/licenses/by/4.0/",4,0,0,3,2,0,2,1,0,0,1,0,14,1,1,1,1,"10.14279/depositonce-19489"
"oai:depositonce.tu-berlin.de:11303/19139","2023-06-15T07:00:26Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17936"
"oai:depositonce.tu-berlin.de:11303/11625","2020-09-14T07:07:06Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,1,0,0,1,0,13,1,1,1,4,"10.14279/depositonce-10512"
"oai:depositonce.tu-berlin.de:11303/20093","2023-10-13T13:41:10Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,1,0,2,1,0,8,1,1,1,1,"10.14279/depositonce-18891"
"oai:depositonce.tu-berlin.de:11303/16484","2022-03-01T09:45:58Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,2,0,2,1,0,1,1,0,9,1,1,1,4,"10.14279/depositonce-15260"
"oai:depositonce.tu-berlin.de:11303/11518","2020-07-23T07:32:33Z","https://choosealicense.com/licenses/gpl-3.0/",2,0,0,3,1,0,2,1,0,0,1,0,4,1,1,1,4,"10.14279/depositonce-10402"
"oai:depositonce.tu-berlin.de:11303/20075","2023-09-27T08:28:37Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,2,0,2,1,0,0,1,0,10,1,1,1,1,"10.14279/depositonce-18873"
"oai:depositonce.tu-berlin.de:11303/18772","2023-04-21T10:04:16Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,8,1,1,1,1,"10.14279/depositonce-17579"
"oai:depositonce.tu-berlin.de:11303/19124","2023-06-06T14:08:46Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17921"
"oai:depositonce.tu-berlin.de:11303/18928","2023-05-03T06:03:38Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,3,0,2,1,0,0,1,0,13,1,1,1,1,"10.14279/depositonce-17729"
"oai:depositonce.tu-berlin.de:11303/19411","2023-06-27T10:43:10Z","https://choosealicense.com/licenses/lgpl-3.0/",1,0,0,3,1,0,2,1,0,0,1,0,11,1,1,1,1,"10.14279/depositonce-18207"
"oai:depositonce.tu-berlin.de:11303/7136","2017-11-14T12:29:15Z","https://creativecommons.org/licenses/by-nd/4.0/",1,0,0,3,4,0,2,1,0,0,1,0,6,1,1,1,4,"10.14279/depositonce-6429"
"oai:depositonce.tu-berlin.de:11303/19048","2023-12-13T09:34:31Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,3,0,2,1,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17844"
"oai:depositonce.tu-berlin.de:11303/16765","2022-04-28T12:47:27Z","https://creativecommons.org/licenses/by-nc-nd/4.0/",3,0,0,3,2,0,2,1,0,0,1,0,5,1,1,1,4,"10.14279/depositonce-15543"
"oai:depositonce.tu-berlin.de:11303/19076","2023-06-06T12:26:26Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17873"
"oai:depositonce.tu-berlin.de:11303/8390","2018-11-02T09:05:11Z","http://rightsstatements.org/vocab/InC/1.0/",8,0,0,3,2,0,2,1,0,1,1,0,3,1,1,1,4,"10.14279/depositonce-7539"
"oai:depositonce.tu-berlin.de:11303/19135","2023-06-07T11:11:06Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17932"
"oai:depositonce.tu-berlin.de:11303/19789","2023-08-18T05:41:46Z","https://creativecommons.org/licenses/by-nc-sa/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,8,1,1,1,1,"10.14279/depositonce-18588"
"oai:depositonce.tu-berlin.de:11303/19787","2023-08-14T08:23:02Z","https://choosealicense.com/licenses/gpl-3.0/",1,0,0,3,2,0,2,1,0,0,1,0,7,1,1,1,2,"10.14279/depositonce-18586"
"oai:depositonce.tu-berlin.de:11303/19127","2023-06-06T14:02:23Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17924"
"oai:depositonce.tu-berlin.de:11303/21024","2024-02-14T07:42:44Z","https://creativecommons.org/licenses/by/4.0/",4,0,0,3,2,0,2,1,0,0,1,0,8,1,1,1,2,"10.14279/depositonce-19492"
"oai:depositonce.tu-berlin.de:11303/20210","2023-10-13T13:41:24Z","https://creativecommons.org/licenses/by/4.0/",3,0,0,3,2,0,2,1,0,1,1,0,11,1,1,1,1,"10.14279/depositonce-19824"
"oai:depositonce.tu-berlin.de:11303/10603","2020-05-14T09:30:15Z","https://creativecommons.org/licenses/by-nc-nd/4.0/",1,0,0,3,1,0,2,1,0,1,1,0,18,1,1,1,4,"10.14279/depositonce-19008"
"oai:depositonce.tu-berlin.de:11303/20219","2023-10-13T13:41:33Z","https://creativecommons.org/licenses/by/4.0/",3,0,0,3,2,0,2,1,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-9529"
"oai:depositonce.tu-berlin.de:11303/19673","2023-08-18T05:41:57Z","https://creativecommons.org/licenses/by-nc-sa/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,6,1,1,1,1,"10.14279/depositonce-19017"
"oai:depositonce.tu-berlin.de:11303/19795","2023-08-18T10:55:03Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,2,0,2,1,0,1,1,0,7,1,1,1,1,"10.14279/depositonce-18472"
"oai:depositonce.tu-berlin.de:11303/8213","2018-09-28T10:26:54Z","https://creativecommons.org/licenses/by/4.0/",4,0,0,3,2,0,2,1,0,2,1,0,7,1,1,1,4,"10.14279/depositonce-18594"
"oai:depositonce.tu-berlin.de:11303/5495","2016-06-06T08:30:03Z","LGPL 2.1",1,0,0,3,1,0,2,1,0,2,2,0,8,1,1,1,4,"10.14279/depositonce-7364"
"oai:depositonce.tu-berlin.de:11303/5495","2016-06-06T08:30:03Z","https://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html",1,0,0,3,1,0,2,1,0,2,2,0,8,1,1,1,4,"10.14279/depositonce-5163"
"oai:depositonce.tu-berlin.de:11303/19164","2023-06-15T07:01:44Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17960"
"oai:depositonce.tu-berlin.de:11303/23514","2024-12-05T09:14:42Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,1,0,2,1,0,0,1,0,9,1,1,1,1,"10.14279/depositonce-22328"
"oai:depositonce.tu-berlin.de:11303/19134","2023-06-07T11:14:38Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17931"
"oai:depositonce.tu-berlin.de:11303/13790","2021-11-10T08:36:13Z","https://creativecommons.org/licenses/by/4.0/",6,0,0,3,2,0,2,1,0,0,1,0,5,1,1,1,4,"10.14279/depositonce-12566"
"oai:depositonce.tu-berlin.de:11303/11562","2020-08-11T06:47:05Z","https://choosealicense.com/licenses/gpl-3.0/",1,0,0,3,2,0,2,1,0,4,1,0,3,1,1,1,4,"10.14279/depositonce-10447"
"oai:depositonce.tu-berlin.de:11303/19120","2023-06-06T13:30:42Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17917"
"oai:depositonce.tu-berlin.de:11303/11644","2020-09-14T06:33:20Z","https://choosealicense.com/licenses/gpl-3.0/",2,0,0,3,1,0,2,1,0,4,1,0,4,1,1,1,4,"10.14279/depositonce-10532"
"oai:depositonce.tu-berlin.de:11303/21801","2024-05-31T08:06:19Z","https://creativecommons.org/licenses/by-nc/4.0/",2,0,0,3,1,0,2,1,0,0,1,0,7,1,1,1,1,"10.14279/depositonce-20602"
"oai:depositonce.tu-berlin.de:11303/9164","2019-05-03T10:50:29Z","http://rightsstatements.org/vocab/InC/1.0/",8,0,0,3,1,0,2,1,0,1,1,0,7,1,1,1,4,"10.14279/depositonce-8250"
"oai:depositonce.tu-berlin.de:11303/20903","2023-12-21T07:06:02Z","https://creativecommons.org/licenses/by/4.0/",3,0,0,3,2,0,2,2,0,1,1,0,7,1,1,1,1,"10.14279/depositonce-19701"
"oai:depositonce.tu-berlin.de:11303/20917","2024-01-04T07:34:30Z","https://creativecommons.org/licenses/by/4.0/",5,0,0,3,1,0,2,1,0,0,1,0,6,1,1,1,1,"10.14279/depositonce-19715"
"oai:depositonce.tu-berlin.de:11303/19671","2023-07-31T12:18:36Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,9,1,1,1,1,"10.14279/depositonce-18470"
"oai:depositonce.tu-berlin.de:11303/20717","2023-12-21T07:09:48Z","https://choosealicense.com/licenses/gpl-3.0/",4,0,0,3,2,0,2,1,0,1,1,0,7,1,1,1,1,"10.14279/depositonce-19516"
"oai:depositonce.tu-berlin.de:11303/19642","2023-07-31T12:17:45Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,9,1,1,1,1,"10.14279/depositonce-18441"
"oai:depositonce.tu-berlin.de:11303/20069","2023-09-27T08:28:57Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,1,0,0,1,0,8,1,1,1,1,"10.14279/depositonce-18867"
"oai:depositonce.tu-berlin.de:11303/5982","2016-11-15T09:35:59Z","https://creativecommons.org/publicdomain/zero/1.0/",9,0,0,3,1,0,2,1,0,1,1,0,1,1,1,1,3,"10.14279/depositonce-5569"
"oai:depositonce.tu-berlin.de:11303/11701","2020-10-13T08:05:22Z","https://creativecommons.org/licenses/by-nc/4.0/",2,0,0,3,2,0,2,1,0,1,1,0,5,1,1,1,4,"10.14279/depositonce-10591"
"oai:depositonce.tu-berlin.de:11303/19118","2023-06-06T14:19:29Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,3,0,1,1,0,9,1,1,1,1,"10.14279/depositonce-17915"
"oai:depositonce.tu-berlin.de:11303/19393","2023-06-16T11:13:01Z","https://creativecommons.org/licenses/by-nc/4.0/",1,0,0,3,1,0,2,1,0,1,1,0,6,1,1,1,1,"10.14279/depositonce-18189"
"oai:depositonce.tu-berlin.de:11303/11728","2020-10-07T06:59:30Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,1,0,2,1,0,1,1,0,5,1,1,1,4,"10.14279/depositonce-10617"
"oai:depositonce.tu-berlin.de:11303/20208","2023-10-13T13:41:14Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,1,0,1,1,0,8,1,1,1,1,"10.14279/depositonce-19006"
"oai:depositonce.tu-berlin.de:11303/13269","2021-06-23T08:57:46Z","https://creativecommons.org/licenses/by-nc/4.0/",1,0,0,3,2,0,2,1,0,0,1,0,6,1,1,1,4,"10.14279/depositonce-12061"
"oai:depositonce.tu-berlin.de:11303/9465","2019-06-14T10:17:30Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,2,0,2,1,0,0,1,0,5,1,1,1,4,"10.14279/depositonce-8521"
"oai:depositonce.tu-berlin.de:11303/20720","2023-11-29T08:30:38Z","https://creativecommons.org/licenses/by-nc/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,7,1,1,1,1,"10.14279/depositonce-19519"
"oai:depositonce.tu-berlin.de:11303/19666","2023-07-31T12:18:25Z","https://creativecommons.org/licenses/by/4.0/",1,0,0,3,1,0,2,1,0,0,1,0,6,1,1,1,1,"10.14279/depositonce-18465"
"oai:depositonce.tu-berlin.de:11303/17231","2022-07-15T08:40:54Z","https://creativecommons.org/licenses/by-nc/4.0/",2,0,0,3,2,0,2,1,0,1,1,0,5,1,1,1,4,"10.14279/depositonce-16010"
"oai:depositonce.tu-berlin.de:11303/17657.2","2022-12-01T12:26:40Z","https://creativecommons.org/licenses/by/4.0/",2,0,0,3,2,0,2,1,0,0,1,0,5,1,1,1,1,"10.14279/depositonce-16441.2"
